bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content	cviki_count	nlaiii_count
chr7	135792108	135848660	56553	0	0	23346555	0.391084	747	257
chr7	135848661	135902494	53834	0	0	23290002	0.378887	746	258
chr7	135902495	135957798	55304	0	0	23236168	0.387856	707	290
chr7	135957799	136012263	54465	0	0	23180864	0.372992	661	274
chr7	136012264	136063652	51389	0	0	23126399	0.372336	607	257
chr7	136063653	136122920	59268	0	0	23075010	0.359351	650	247
chr7	136122921	136176024	53104	0	0	23015742	0.368899	624	245
chr7	136176025	136228936	52912	0	0	22962638	0.379763	685	263
chr7	136228937	136285222	56286	0	0	22909726	0.369097	666	242
chr7	136285223	136339523	54301	0	0	22853440	0.360491	599	273
chr7	136339524	136391878	52355	0	0	22799139	0.353471	544	230
chr7	136391879	136446032	54154	0	0	22746784	0.369354	591	238
chr7	136446033	136512674	66642	0	0	22692630	0.365565	732	323
chr7	136512675	136568824	56150	1	1	22625988	0.377738	639	244
chr7	136568825	136620236	51412	1	0	22569838	0.360597	564	213
chr7	136620237	136675559	55323	0	0	22518426	0.378324	618	228
chr7	136675560	136726730	51171	0	0	22463103	0.356511	526	252
chr7	136726731	136778809	52079	0	0	22411932	0.356286	544	269
chr7	136778810	136838067	59258	0	0	22359853	0.358652	614	271
chr7	136838068	136899982	61915	0	1	22300595	0.362868	655	278
chr7	136899983	136954115	54133	1	0	22238680	0.377145	614	243
chr7	136954116	137006226	52111	0	0	22184547	0.3818	693	265
chr7	137006227	137059292	53066	0	0	22132436	0.385011	750	274
chr7	137059293	137116237	56945	1	0	22079370	0.3905	764	261
chr7	137116238	137168084	51847	0	0	22022425	0.376685	632	256
chr7	137168085	137219601	51517	0	0	21970578	0.375837	589	243
chr7	137219602	137272254	52653	0	0	21919061	0.371109	634	259
chr7	137272255	137324028	51774	0	0	21866408	0.387646	662	230
chr7	137324029	137376148	52120	0	0	21814634	0.412932	760	267
chr7	137376149	137428442	52294	0	0	21762514	0.385647	666	220
chr7	137428443	137482981	54539	0	0	21710220	0.401309	738	243
chr7	137482982	137535132	52151	0	1	21655681	0.418362	816	251
chr7	137535133	137587740	52608	1	0	21603530	0.413055	796	234
chr7	137587741	137641476	53736	0	0	21550922	0.427311	932	274
chr7	137641477	137694355	52879	0	1	21497186	0.442747	989	274
chr7	137694356	137753504	59149	0	0	21444307	0.388679	853	266
chr7	137753505	137808226	54722	1	0	21385158	0.400698	834	294
chr7	137808227	137865267	57041	0	0	21330436	0.407952	953	248
chr7	137865268	137923888	58621	0	0	21273395	0.413606	984	320
chr7	137923889	137983723	59835	0	0	21214774	0.415676	1080	303
chr7	137983724	138047203	63480	0	0	21154939	0.425189	1209	303
chr7	138047204	138108802	61599	0	0	21091459	0.417491	1137	302
chr7	138108803	138168278	59476	1	1	21029860	0.432023	1032	261
chr7	138168279	138230678	62400	0	0	20970384	0.38625	874	322
chr7	138230679	138284031	53353	1	0	20907984	0.388263	762	214
chr7	138284032	138344389	60358	0	0	20854631	0.435916	1216	308
chr7	138344390	138403931	59542	1	1	20794273	0.452806	1151	324
chr7	138403932	138462752	58821	0	0	20734731	0.457966	1266	306
chr7	138462753	138521127	58375	2	0	20675910	0.440582	1074	297
chr7	138521128	138574494	53367	0	2	20617535	0.436056	984	239
chr7	138574495	138629072	54578	0	0	20564168	0.438473	903	284
chr7	138629073	138683490	54418	0	1	20509590	0.452938	1000	263
chr7	138683491	138742171	58681	2	1	20455172	0.432065	1065	312
chr7	138742172	138799954	57783	0	1	20396491	0.444283	1112	269
chr7	138799955	138857945	57991	1	1	20338708	0.391768	854	251
chr7	138857946	138920356	62411	1	1	20280717	0.407652	900	305
chr7	138920357	138975667	55311	0	0	20218306	0.386126	802	240
chr7	138975668	139034093	58426	1	1	20162995	0.426266	1013	270
chr7	139034094	139090397	56304	1	1	20104569	0.403843	947	258
chr7	139090398	139151743	61346	2	0	20048265	0.446794	1275	266
chr7	139151744	139214227	62484	1	2	19986919	0.497919	1474	301
chr7	139214228	139269672	55445	1	0	19924435	0.482731	1261	263
chr7	139269673	139322490	52818	0	0	19868990	0.445738	1012	283
chr7	139322491	139377377	54887	0	0	19816172	0.451364	1097	278
chr7	139377378	139454515	77138	0	1	19761285	0.458111	984	278
chr7	139454516	139509480	54965	1	1	19684147	0.43686	912	282
chr7	139509481	139564667	55187	0	0	19629182	0.440774	986	275
chr7	139564668	139618279	53612	0	0	19573995	0.427908	906	269
chr7	139618280	139672408	54129	0	0	19520383	0.441335	1013	289
chr7	139672409	139725794	53386	1	0	19466254	0.489548	1193	240
chr7	139725795	139779315	53521	0	1	19412868	0.448889	954	241
chr7	139779316	139838037	58722	1	0	19359347	0.394026	837	237
chr7	139838038	139893761	55724	1	1	19300625	0.407024	855	217
chr7	139893762	139950033	56272	0	1	19244901	0.46524	1204	269
chr7	139950034	140010032	59999	0	1	19188629	0.467074	1380	325
chr7	140010033	140070132	60100	1	0	19128630	0.452596	1161	282
chr7	140070133	140134745	64613	1	1	19068530	0.466764	1448	301
chr7	140134746	140200292	65547	1	2	19003917	0.464384	1479	330
chr7	140200293	140263857	63565	1	0	18938370	0.486526	1582	353
chr7	140263858	140322824	58967	0	0	18874805	0.456527	1253	297
chr7	140322825	140384160	61336	1	2	18815838	0.489354	1440	287
chr7	140384161	140447109	62949	3	1	18754502	0.424645	1107	295
chr7	140447110	140507198	60089	0	0	18691553	0.376625	796	250
chr7	140507199	140560953	53755	0	0	18631464	0.368803	675	212
chr7	140560954	140616459	55506	0	0	18577709	0.388264	780	253
chr7	140616460	140674696	58237	0	1	18522203	0.414187	1018	283
chr7	140674697	140731862	57166	1	1	18463966	0.402267	891	250
chr7	140731863	140798072	66210	1	1	18406800	0.423652	1046	348
chr7	140798073	140852003	53931	0	0	18340590	0.41694	904	291
chr7	140852004	140909117	57114	0	0	18286659	0.443797	1066	315
chr7	140909118	140961460	52343	0	0	18229545	0.435321	898	251
chr7	140961461	141015370	53910	0	0	18177202	0.430848	879	297
chr7	141015371	141067416	52046	0	0	18123292	0.424682	848	291
chr7	141067417	141119964	52548	0	0	18071246	0.433527	858	269
chr7	141119965	141171496	51532	0	0	18018698	0.449992	951	278
chr7	141171497	141225118	53622	0	0	17967166	0.444053	941	305
chr7	141225119	141282935	57817	1	1	17913544	0.421969	975	253
chr7	141282936	141336610	53675	0	0	17855727	0.378947	688	236
chr7	141336611	141389227	52617	1	0	17802052	0.420092	906	263
chr7	141389228	141441032	51805	3	2	17749435	0.412103	838	220
chr7	141441033	141501614	60582	3	0	17697630	0.403717	881	266
chr7	141501615	141555737	54123	1	0	17637048	0.392181	733	268
chr7	141555738	141612254	56517	0	0	17582925	0.38077	666	281
chr7	141612255	141671891	59637	2	0	17526408	0.391821	797	297
chr7	141671892	141730349	58458	2	0	17466771	0.395327	802	304
chr7	141730350	141790737	60388	0	0	17408313	0.391286	734	270
chr7	141790738	141846207	55470	1	0	17347925	0.387777	780	253
chr7	141846208	141899430	53223	1	0	17292455	0.401518	737	273
chr7	141899431	141953604	54174	2	0	17239232	0.401189	720	279
chr7	141953605	142006709	53105	1	0	17185058	0.400527	720	256
chr7	142006710	142110978	104269	0	0	17131953	0.437985	890	296
chr7	142110979	142172460	61482	0	0	17027684	0.454165	1084	317
chr7	142172461	142226936	54476	0	0	16966202	0.427124	836	274
chr7	142226937	142329056	102120	0	0	16911726	0.423849	817	236
chr7	142329057	142392857	63801	1	0	16809606	0.382659	795	327
chr7	142392858	142451325	58468	0	0	16745805	0.397106	800	286
chr7	142451326	142508684	57359	3	1	16687337	0.475252	1194	326
chr7	142508685	142560698	52014	1	1	16629978	0.397374	720	213
chr7	142560699	142611896	51198	2	0	16577964	0.49416	1039	266
chr7	142611897	142664275	52379	2	0	16526766	0.465626	976	260
chr7	142664276	142718147	53872	0	0	16474387	0.389219	728	265
chr7	142718148	142773847	55700	3	0	16420515	0.427235	879	289
chr7	142773848	142841760	67913	1	0	16364815	0.401087	959	307
chr7	142841761	142901163	59403	1	0	16296902	0.380957	709	299
chr7	142901164	142953498	52335	1	0	16237499	0.404127	747	247
chr7	142953499	143008437	54939	3	1	16185164	0.439706	970	278
chr7	143008438	143061935	53498	2	2	16130225	0.479551	1060	264
chr7	143061936	143115419	53484	3	1	16076727	0.505759	1212	235
chr7	143115420	143170062	54643	1	0	16023243	0.41665	850	273
chr7	143170063	143273741	103679	2	1	15968600	0.397197	1415	483
chr7	143273742	143596145	322404	4	3	15864921	0.401767	4000	1184
chr7	143596146	143648638	52493	1	1	15542517	0.381556	668	208
chr7	143648639	143701864	53226	2	0	15490024	0.376959	635	261
chr7	143701865	143756187	54323	1	0	15436798	0.379655	654	284
chr7	143756188	143811965	55778	3	0	15382475	0.368568	605	299
chr7	143811966	143865642	53677	1	0	15326697	0.359297	593	249
chr7	143865643	144105010	239368	10	3	15273020	0.430145	3962	1154
chr7	144105011	144163245	58235	1	0	15033652	0.416571	928	284
chr7	144163246	144215395	52150	0	0	14975417	0.371505	671	238
chr7	144215396	144270009	54614	0	0	14923267	0.375105	607	293
chr7	144270010	144325500	55491	0	0	14868653	0.369231	633	292
chr7	144325501	144379151	53651	0	0	14813162	0.372742	664	253
chr7	144379152	144435005	55854	0	0	14759511	0.365847	650	264
chr7	144435006	144490683	55678	0	0	14703657	0.369661	657	248
chr7	144490684	144546017	55334	0	1	14647979	0.387935	782	278
chr7	144546018	144599973	53956	0	0	14592645	0.378827	722	260
chr7	144599974	144654927	54954	0	0	14538689	0.384485	753	280
chr7	144654928	144708949	54022	0	0	14483735	0.378883	649	272
chr7	144708950	144761947	52998	0	0	14429713	0.361636	602	245
chr7	144761948	144816422	54475	0	0	14376715	0.354933	562	233
chr7	144816423	144868401	51979	0	0	14322240	0.386194	696	253
chr7	144868402	144923205	54804	0	0	14270261	0.365046	638	253
chr7	144923206	144983958	60753	0	0	14215457	0.374632	738	307
chr7	144983959	145041542	57584	0	0	14154704	0.355672	590	306
chr7	145041543	145095411	53869	0	0	14097120	0.367855	601	263
chr7	145095412	145152013	56602	0	0	14043251	0.37034	663	261
chr7	145152014	145205356	53343	0	0	13986649	0.359391	604	242
chr7	145205357	145257784	52428	0	0	13933306	0.346742	501	280
chr7	145257785	145316427	58643	0	0	13880878	0.358457	635	294
chr7	145316428	145372648	56221	0	0	13822235	0.356504	605	230
chr7	145372649	145425053	52405	0	0	13766014	0.363763	620	236
chr7	145425054	145477412	52359	0	0	13713609	0.347772	543	243
chr7	145477413	145532696	55284	0	0	13661250	0.350318	557	263
chr7	145532697	145585095	52399	0	0	13605966	0.365408	605	235
chr7	145585096	145637460	52365	0	0	13553567	0.35984	590	232
chr7	145637461	145693849	56389	0	0	13501202	0.349394	532	260
chr7	145693850	145758679	64830	0	0	13444813	0.371124	713	267
chr7	145758680	145810643	51964	0	0	13379983	0.348434	494	230
chr7	145810644	145868952	58309	1	1	13328019	0.358075	626	234
chr7	145868953	145921197	52245	0	0	13269710	0.358675	573	253
chr7	145921198	145977942	56745	0	0	13217465	0.372491	694	271
chr7	145977943	146034186	56244	0	0	13160720	0.364199	620	262
chr7	146034187	146088271	54085	0	0	13104476	0.356439	598	256
chr7	146088272	146139722	51451	0	0	13050391	0.347535	506	239
chr7	146139723	146192772	53050	0	0	12998940	0.357512	561	236
chr7	146192773	146244367	51595	0	0	12945890	0.36678	590	248
chr7	146244368	146296659	52292	0	0	12894295	0.357932	579	229
chr7	146296660	146353400	56741	0	0	12842003	0.348231	550	284
chr7	146353401	146405075	51675	0	0	12785262	0.358897	583	252
chr7	146405076	146458267	53192	0	0	12733587	0.349658	541	214
chr7	146458268	146511541	53274	0	0	12680395	0.372752	641	255
chr7	146511542	146567074	55533	0	0	12627121	0.348045	565	276
chr7	146567075	146625495	58421	0	0	12571588	0.359682	658	264
chr7	146625496	146688857	63362	0	0	12513167	0.368675	705	307
chr7	146688858	146740304	51447	0	0	12449805	0.349661	536	223
chr7	146740305	146794707	54403	0	0	12398358	0.366947	677	250
chr7	146794708	146848674	53967	0	0	12343955	0.360998	608	250
chr7	146848675	146901264	52590	0	0	12289988	0.362578	575	239
chr7	146901265	146954004	52740	0	0	12237398	0.365529	564	249
chr7	146954005	147005628	51624	1	0	12184658	0.364927	590	245
chr7	147005629	147062051	56423	0	0	12133034	0.358329	638	278
chr7	147062052	147115041	52990	1	0	12076611	0.368522	609	252
chr7	147115042	147166985	51944	0	0	12023621	0.365702	603	220
chr7	147166986	147220267	53282	0	0	11971677	0.380992	673	240
chr7	147220268	147275087	54820	0	0	11918395	0.388599	730	295
chr7	147275088	147330745	55658	0	0	11863575	0.372471	671	266
chr7	147330746	147382873	52128	0	0	11807917	0.370166	646	238
chr7	147382874	147439311	56438	0	0	11755789	0.375651	638	246
chr7	147439312	147491085	51774	0	0	11699351	0.368583	645	217
chr7	147491086	147551298	60213	0	0	11647577	0.37746	701	271
chr7	147551299	147609213	57915	1	0	11587364	0.394561	849	284
chr7	147609214	147662987	53774	1	0	11529449	0.389408	726	278
chr7	147662988	147716100	53113	0	0	11475675	0.390356	751	276
chr7	147716101	147770368	54268	0	0	11422562	0.397011	813	249
chr7	147770369	147824891	54523	0	0	11368294	0.406727	819	279
chr7	147824892	147879161	54270	0	0	11313771	0.416989	908	256
chr7	147879162	147930811	51650	0	0	11259501	0.415566	798	263
chr7	147930812	147984715	53904	0	0	11207851	0.423438	890	283
chr7	147984716	148043063	58348	0	1	11153947	0.433331	943	292
chr7	148043064	148099824	56761	0	0	11095599	0.431071	956	313
chr7	148099825	148159779	59955	0	0	11038838	0.441047	1132	301
chr7	148159780	148217586	57807	0	0	10978883	0.437473	1015	289
chr7	148217587	148277193	59607	0	0	10921076	0.412921	950	312
chr7	148277194	148334597	57404	1	0	10861469	0.431155	1022	293
chr7	148334598	148392826	58229	0	0	10804065	0.424737	964	261
chr7	148392827	148444994	52168	1	1	10745836	0.414795	801	233
chr7	148444995	148499613	54619	0	1	10693668	0.412549	895	241
chr7	148499614	148553274	53661	1	0	10639049	0.392743	778	222
chr7	148553275	148609583	56309	0	1	10585388	0.42233	987	258
chr7	148609584	148671773	62190	0	1	10529079	0.452114	1335	286
chr7	148671774	148730095	58322	1	1	10466889	0.489729	1363	260
chr7	148730096	148798903	68808	1	3	10408567	0.474145	1545	372
chr7	148798904	148864182	65279	2	3	10339759	0.468007	1450	289
chr7	148864183	148922808	58626	1	2	10274480	0.484631	1363	291
chr7	148922809	148982256	59448	2	5	10215854	0.479242	1308	292
chr7	148982257	149040506	58250	1	1	10156406	0.449116	1131	326
chr7	149040507	149098823	58317	0	0	10098156	0.43267	1084	322
chr7	149098824	149153121	54298	1	3	10039839	0.453276	1045	239
chr7	149153122	149206907	53786	1	3	9985541	0.460213	1075	238
chr7	149206908	149264307	57400	1	0	9931755	0.411882	888	254
chr7	149264308	149328299	63992	0	1	9874355	0.464667	1264	321
chr7	149328300	149387499	59200	0	0	9810363	0.429443	1015	282
chr7	149387500	149441789	54290	1	3	9751163	0.497753	1355	255
chr7	149441790	149492846	51057	2	4	9696873	0.563155	1452	216
chr7	149492847	149544390	51544	1	1	9645816	0.572152	1468	244
chr7	149544391	149615103	70713	2	2	9594272	0.465148	1495	306
chr7	149615104	149768172	153069	0	1	9523559	0.453207	2702	752
chr7	149768173	149915510	147338	0	0	9370490	0.414333	2239	759
chr7	149915511	150027631	112121	3	2	9223152	0.428082	1883	498
chr7	150027632	150080627	52996	3	4	9111031	0.506623	1281	227
chr7	150080628	150133696	53069	2	3	9058035	0.5119	1258	243
chr7	150133697	150188185	54489	1	0	9004966	0.431096	908	296
chr7	150188186	150251553	63368	1	0	8950477	0.397046	918	294
chr7	150251554	150323421	71868	2	0	8887109	0.403337	960	335
chr7	150323422	150386400	62979	1	0	8815241	0.418775	934	353
chr7	150386401	150445236	58836	3	1	8752262	0.417245	892	288
chr7	150445237	150501330	56094	3	1	8693426	0.433059	955	264
chr7	150501331	150558228	56898	1	1	8637332	0.453566	1049	286
chr7	150558229	150611701	53473	0	0	8580434	0.443177	978	264
chr7	150611702	150663525	51824	1	5	8526961	0.526629	1400	261
chr7	150663526	150715501	51976	2	7	8475137	0.567223	1474	205
chr7	150715502	150768526	53025	4	7	8423161	0.579991	1617	224
chr7	150768527	150821158	52632	3	5	8370136	0.577576	1623	204
chr7	150821159	150873240	52082	2	4	8317504	0.52354	1313	191
chr7	150873241	150926396	53156	1	2	8265422	0.521503	1302	268
chr7	150926397	150978735	52339	3	7	8212266	0.551463	1434	238
chr7	150978736	151033999	55264	0	1	8159927	0.455577	1092	324
chr7	151034000	151088725	54726	2	2	8104663	0.481965	1202	251
chr7	151088726	151142407	53682	3	4	8049937	0.528017	1354	240
chr7	151142408	151195862	53455	1	1	7996255	0.451726	1028	243
chr7	151195863	151252479	56617	0	1	7942800	0.445025	1022	273
chr7	151252480	151307794	55315	1	1	7886183	0.431022	956	269
chr7	151307795	151362942	55148	0	0	7830868	0.446363	1027	285
chr7	151362943	151415134	52192	0	0	7775720	0.506035	1230	253
chr7	151415135	151468446	53312	0	1	7723528	0.515925	1365	279
chr7	151468447	151520444	51998	0	1	7670216	0.514924	1378	226
chr7	151520445	151574008	53564	0	1	7618218	0.523747	1312	207
chr7	151574009	151627195	53187	0	0	7564654	0.476959	1059	258
chr7	151627196	151684206	57011	1	0	7511467	0.439091	1068	317
chr7	151684207	151747220	63014	1	1	7454456	0.426112	1074	289
chr7	151747221	151807406	60186	0	0	7391442	0.400758	873	252
chr7	151807407	151859450	52044	1	2	7331256	0.424679	878	215
chr7	151859451	151923335	63885	0	0	7279212	0.374329	774	283
chr7	151923336	152002939	79604	0	0	7215327	0.36409	982	340
chr7	152002940	152059804	56865	0	0	7135723	0.386899	798	245
chr7	152059805	152125222	65418	0	1	7078858	0.409612	1112	304
chr7	152125223	152198586	73364	2	1	7013440	0.467246	1616	355
chr7	152198587	152262862	64276	0	0	6940076	0.47825	1495	336
chr7	152262863	152330611	67749	0	0	6875800	0.459771	1430	342
chr7	152330612	152392047	61436	1	1	6808051	0.428869	1124	304
chr7	152392048	152457527	65480	1	1	6746615	0.4646	1438	299
chr7	152457528	152566822	109295	0	0	6681135	0.437641	1997	451
chr7	152566823	152623396	56574	0	5	6571840	0.491374	1168	283
chr7	152623397	152679150	55754	0	0	6515266	0.423844	886	306
chr7	152679151	152735216	56066	0	0	6459512	0.445867	1008	321
chr7	152735217	152789036	53820	0	0	6403446	0.448532	985	304
chr7	152789037	152848977	59941	0	0	6349626	0.408735	821	328
chr7	152848978	152902619	53642	0	0	6289685	0.416632	883	267
chr7	152902620	152959448	56829	0	0	6236043	0.408119	805	287
chr7	152959449	153024687	65239	0	0	6179214	0.411165	922	313
chr7	153024688	153077261	52574	0	0	6113975	0.398296	717	266
chr7	153077262	153131194	53933	0	0	6061401	0.437172	910	270
chr7	153131195	153184120	52926	0	0	6007468	0.422137	781	320
chr7	153184121	153238909	54789	0	0	5954542	0.417657	884	263
chr7	153238910	153293180	54271	0	0	5899753	0.411877	822	302
chr7	153293181	153346661	53481	0	0	5845482	0.385314	689	274
chr7	153346662	153399971	53310	0	0	5792001	0.412212	803	272
chr7	153399972	153527968	127997	0	1	5738691	0.393876	1745	651
chr7	153527969	153587280	59312	1	1	5610694	0.399177	773	300
chr7	153587281	153641077	53797	0	0	5551382	0.43534	937	295
chr7	153641078	153763279	122202	0	1	5497585	0.448356	2132	606
chr7	153763280	153882048	118769	0	0	5375383	0.446025	2061	629
chr7	153882049	153933858	51810	0	0	5256614	0.42957	867	276
chr7	153933859	153987433	53575	0	0	5204804	0.412655	788	271
chr7	153987434	154039814	52381	0	1	5151229	0.442317	874	275
chr7	154039815	154093977	54163	0	0	5098848	0.43622	913	292
chr7	154093978	154147133	53156	0	0	5044685	0.409512	769	267
chr7	154147134	154202728	55595	0	0	4991529	0.420793	852	322
chr7	154202729	154254941	52213	0	0	4935934	0.377416	659	262
chr7	154254942	154408412	153471	0	0	4883721	0.416263	812	279
chr7	154408413	154466672	58260	0	0	4730250	0.443151	968	493
chr7	154466673	154520403	53731	0	0	4671990	0.443636	975	317
chr7	154520404	154573030	52627	0	1	4618259	0.476409	1036	288
chr7	154573031	154625157	52127	0	1	4565632	0.455311	931	305
chr7	154625158	154676672	51515	0	0	4513505	0.480268	1052	373
chr7	154676673	154729770	53098	1	2	4461990	0.49742	1263	284
chr7	154729771	154781186	51416	1	0	4408892	0.399409	738	224
chr7	154781187	154837867	56681	1	1	4357476	0.435331	1011	264
chr7	154837868	154891585	53718	1	2	4300795	0.443017	954	268
chr7	154891586	154947744	56159	0	0	4247077	0.458395	1045	353
chr7	154947745	155000203	52459	0	0	4190918	0.470291	1047	229
chr7	155000204	155054776	54573	0	0	4138459	0.515566	1330	276
chr7	155054777	155108084	53308	1	1	4083886	0.477996	1027	252
chr7	155108085	155165595	57511	0	4	4030578	0.530073	1289	232
chr7	155165596	155217617	52022	0	2	3973067	0.543309	1319	249
chr7	155217618	155268679	51062	1	5	3921045	0.534958	1266	216
chr7	155268680	155320531	51852	1	2	3869983	0.465324	1033	288
chr7	155320532	155373725	53194	0	2	3818131	0.525059	1386	276
chr7	155373726	155429762	56037	0	0	3764937	0.45279	1056	279
chr7	155429763	155486299	56537	1	1	3708900	0.398199	804	246
chr7	155486300	155537317	51018	0	0	3652363	0.402564	697	204
chr7	155537318	155588816	51499	0	2	3601345	0.459388	916	252
chr7	155588817	155640400	51584	1	5	3549846	0.547321	1376	206
chr7	155640401	155692190	51790	0	1	3498262	0.480247	1034	257
chr7	155692191	155744123	51933	0	0	3446472	0.489246	1067	347
chr7	155744124	155795815	51692	0	0	3394539	0.505397	1235	274
chr7	155795816	155848264	52449	0	0	3342847	0.474404	1024	295
chr7	155848265	155900570	52306	0	2	3290398	0.484744	1069	272
chr7	155900571	155955020	54450	0	2	3238092	0.472158	1004	284
chr7	155955021	156006073	51053	0	0	3183642	0.475819	1032	222
chr7	156006074	156060236	54163	0	0	3132589	0.447132	904	300
chr7	156060237	156112469	52233	0	1	3078426	0.393027	688	235
chr7	156112470	156165510	53041	0	0	3026193	0.447088	925	279
chr7	156165511	156219531	54021	0	0	2973152	0.429907	889	308
chr7	156219532	156270774	51243	0	0	2919131	0.461331	962	288
chr7	156270775	156324610	53836	0	0	2867888	0.445631	938	324
chr7	156324611	156378901	54291	1	0	2814052	0.437107	920	285
chr7	156378902	156433757	54856	2	4	2759761	0.441665	999	288
chr7	156433758	156485155	51398	1	0	2704905	0.407448	749	212
chr7	156485156	156541865	56710	0	0	2653507	0.380409	724	263
chr7	156541866	156595422	53557	0	0	2596797	0.383162	748	236
chr7	156595423	156650730	55308	0	0	2543240	0.381952	709	262
chr7	156650731	156718407	67677	0	1	2487932	0.434978	1190	325
chr7	156718408	156774843	56436	1	5	2420255	0.476469	1157	263
chr7	156774844	156829170	54327	1	5	2363819	0.516318	1384	181
chr7	156829171	156886763	57593	0	2	2309492	0.473999	1198	322
chr7	156886764	156947500	60737	1	1	2251899	0.466964	1234	298
chr7	156947501	157003569	56069	0	0	2191162	0.401077	910	255
chr7	157003570	157058876	55307	0	0	2135093	0.428499	964	259
chr7	157058877	157119408	60532	0	2	2079786	0.522236	1623	272
chr7	157119409	157177471	58063	1	1	2019254	0.461137	1175	263
chr7	157177472	157231745	54274	0	8	1961191	0.529627	1307	274
chr7	157231746	157291452	59707	0	4	1906917	0.510275	1283	269
chr7	157291453	157345857	54405	1	4	1847210	0.505744	1239	287
chr7	157345858	157399254	53397	1	5	1792805	0.517651	1160	310
chr7	157399255	157455160	55906	0	6	1739408	0.519425	1162	253
chr7	157455161	157510379	55219	0	4	1683502	0.53583	1337	251
chr7	157510380	157567944	57565	0	3	1628283	0.540624	1460	347
chr7	157567945	157620195	52251	0	6	1570718	0.53976	1246	315
chr7	157620196	157677670	57475	0	5	1518467	0.538599	1362	304
chr7	157677671	157731132	53462	0	4	1460992	0.496353	1077	267
chr7	157731133	157783675	52543	0	0	1407530	0.500695	1012	278
chr7	157783676	157836647	52972	0	0	1354987	0.496526	1210	262
chr7	157836648	157895381	58734	0	1	1302015	0.521878	1185	313
chr7	157895382	157950238	54857	0	2	1243281	0.513681	1129	298
chr7	157950239	158005761	55523	0	4	1188424	0.457612	966	299
chr7	158005762	158059345	53584	0	2	1132901	0.461705	903	312
chr7	158059346	158112786	53441	0	5	1079317	0.504276	1233	296
chr7	158112787	158176663	63877	0	0	1025876	0.527514	1289	318
chr7	158176664	158233331	56668	0	2	961999	0.528782	1502	275
chr7	158233332	158289357	56026	0	5	905331	0.518456	1245	310
chr7	158289358	158343832	54475	1	3	849305	0.527435	1324	281
chr7	158343833	158399324	55492	0	3	794830	0.499766	1224	304
chr7	158399325	158454886	55562	1	0	739338	0.421799	899	263
chr7	158454887	158510122	55236	0	1	683776	0.435694	915	260
chr7	158510123	158565077	54955	1	0	628540	0.43219	964	238
chr7	158565078	158619025	53948	0	1	573585	0.425465	833	241
chr7	158619026	158677338	58313	1	4	519637	0.476017	1230	253
chr7	158677339	158733675	56337	0	1	461324	0.434989	951	259
chr7	158733676	158787885	54210	0	5	404987	0.49323	1133	355
chr7	158787886	158841015	53130	2	5	350777	0.517692	1114	242
chr7	158841016	158899242	58227	0	3	297647	0.491404	1238	265
chr7	158899243	158953938	54696	0	2	239420	0.490401	1154	262
chr7	158953939	159010134	56196	0	2	184724	0.443839	1006	327
chr7	159010135	159062381	52247	0	1	128528	0.396329	706	243
chr7	159062382	159138662	76281	0	0	76281	0.404716	979	349
chr8	0	215441	215442	3	3	0	0.419773	3188	1112
chr8	215442	289344	73903	0	2	215442	0.477518	1361	370
chr8	289345	360530	71186	1	2	289345	0.462563	1199	378
chr8	360531	432554	72024	0	0	360531	0.418527	1092	381
chr8	432555	484962	52408	1	0	432555	0.433178	865	281
chr8	484963	542551	57589	0	1	484963	0.449843	1073	262
chr8	542552	595148	52597	0	0	542552	0.49134	1088	222
chr8	595149	652208	57060	1	8	595149	0.523922	1292	221
chr8	652209	705254	53046	0	4	652209	0.505429	1071	253
chr8	705255	764151	58897	0	3	705255	0.465508	1100	306
chr8	764152	818513	54362	0	1	764152	0.442846	828	297
chr8	818514	873661	55148	0	2	818514	0.477098	991	264
chr8	873662	929110	55449	0	4	873662	0.482155	1067	291
chr8	929111	992525	63415	0	8	929111	0.506899	1058	322
chr8	992526	1043925	51400	0	0	992526	0.47572	951	254
chr8	1043926	1099560	55635	0	4	1043926	0.471088	1021	339
chr8	1099561	1157259	57699	0	8	1099561	0.488743	1106	268
chr8	1157260	1215759	58500	0	1	1157260	0.456205	827	543
chr8	1215760	1270315	54556	1	2	1215760	0.450785	880	298
chr8	1270316	1326197	55882	0	5	1270316	0.511667	1172	323
chr8	1326198	1397574	71377	0	13	1326198	0.488673	1099	311
chr8	1397575	1452268	54694	1	6	1397575	0.513658	1285	291
chr8	1452269	1505972	53704	0	3	1452269	0.488604	1041	278
chr8	1505973	1571727	65755	0	1	1505973	0.459037	1004	331
chr8	1571728	1627735	56008	0	4	1571728	0.478985	1102	267
chr8	1627736	1690277	62542	0	2	1627736	0.454495	1133	337
chr8	1690278	1745798	55521	1	2	1690278	0.47836	1111	261
chr8	1745799	1802085	56287	2	4	1745799	0.527617	1256	285
chr8	1802086	1855117	53032	0	2	1802086	0.485556	970	231
chr8	1855118	1907195	52078	0	2	1855118	0.48124	1085	262
chr8	1907196	1961415	54220	1	4	1907196	0.504906	1228	262
chr8	1961416	2013242	51827	1	2	1961416	0.468752	1056	280
chr8	2013243	2066441	53199	0	2	2013243	0.466964	998	287
chr8	2066442	2120603	54162	0	2	2066442	0.451054	945	266
chr8	2120604	2174519	53916	0	1	2120604	0.456043	961	280
chr8	2174520	2238111	63592	0	1	2174520	0.467653	1194	350
